"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"1969"	"1969"	"Suicide and self-inflicted poisoning by gases in domestic use"	"E951"	61	201568206	0.0
	"1969"	"1969"	"Motor vehicle exhaust gas"	"E952.0"	2041	201568206	1.0
	"1969"	"1969"	"Other carbon monoxide"	"E952.1"	336	201568206	0.2
	"1969"	"1969"	"Other and unspecified gases and vapours"	"E952.9"	21	201568206	0.0
	"1969"	"1969"	"Suicide and self-inflicted injury by hanging, strangulation and suffocation"	"E953"	3158	201568206	1.6
	"1969"	"1969"	"Suicide and self-inflicted injury by submersion (drowning)"	"E954"	522	201568206	0.3
	"1969"	"1969"	"Suicide and self-inflicted injury by firearms and explosives"	"E955"	11304	201568206	5.6
	"1969"	"1969"	"Suicide and self-inflicted injury by cutting and piercing instruments"	"E956"	394	201568206	0.2
	"1969"	"1969"	"Suicide and self-inflicted injury by jumping from high place"	"E957"	515	201568206	0.3
	"1969"	"1969"	"Suicide and self-inflicted injury by other and unspecified means"	"E958"	349	201568206	0.2
	"1969"	"1969"	"Late effect of self-inflicted injury"	"E959"	4	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Fight, brawl, rape"	"E960"	139	201568206	0.1
	"1969"	"1969"	"Assault by corrosive or caustic substance, except poisoning"	"E961"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Assault by poisoning"	"E962"	42	201568206	0.0
	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	401	201568206	0.2
	"1969"	"1969"	"Assault by submersion (drowning)"	"E964"	31	201568206	0.0
	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	10174	201568206	5.0
	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	2726	201568206	1.4
	"1969"	"1969"	"Assault by pushing from high place"	"E967"	10	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	1580	201568206	0.8
	"1969"	"1969"	"Late effect of injury purposely inflicted by other person"	"E969"	19	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to legal intervention by firearms"	"E970"	347	201568206	0.2
	"1969"	"1969"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to legal intervention by other specified means"	"E975"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Late effect of injury due to legal intervention"	"E977"	5	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Barbituric acid and derivatives"	"E980.0"	313	201568206	0.2
	"1969"	"1969"	"Salicylates and congeners"	"E980.1"	18	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Psychotherapeutic agents"	"E980.2"	31	201568206	0.0
	"1969"	"1969"	"Other and unspecified drugs"	"E980.3"	777	201568206	0.4
	"1969"	"1969"	"Strychnine"	"E980.5"	5	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Lye and potash (caustic alkali)"	"E980.6"	9	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Arsenic and its compounds"	"E980.7"	4	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Fluorides"	"E980.8"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Other and unspecified solid and liquid substances"	"E980.9"	161	201568206	0.1
	"1969"	"1969"	"Poisoning by gases in domestic use, undetermined whether accidentally or purposely inflicted"	"E981"	7	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Poisoning by other gases, undetermined whether accidentally or purposely inflicted"	"E982"	249	201568206	0.1
	"1969"	"1969"	"Hanging, strangulation, or suffocation, undetermined whether accidentally or purposely inflicted"	"E983"	99	201568206	0.0
	"1969"	"1969"	"Submersion (drowning), undetermined whether accidentally or purposely inflicted"	"E984"	454	201568206	0.2
	"1969"	"1969"	"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted"	"E985"	760	201568206	0.4
	"1969"	"1969"	"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted"	"E986"	60	201568206	0.0
	"1969"	"1969"	"Falling from high place, undetermined whether accidentally or purposely inflicted"	"E987"	451	201568206	0.2
	"1969"	"1969"	"Injury by other and specified means, undetermined whether accidentally or purposely inflicted"	"E988"	1646	201568206	0.8
	"1969"	"1969"	"Late effect of injury, undetermined whether accidentally or purposely inflicted"	"E989"	21	201568206	0.0
	"1969"	"1969"	"Injury due to war operations by fires and conflagrations"	"E990"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to war operations by bullets and fragments"	"E991"	35	201568206	0.0
	"1969"	"1969"	"Injury due to war operations by explosion of marine weapons"	"E992"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to war operations by other explosion"	"E993"	8	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to war operations by destruction of aircraft"	"E994"	2	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to war operations by other and unspecified forms of conventional warfare"	"E995"	5	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Injury due to war operations but occurring after cessation of hostilities"	"E998"	1	201568206	0.0 (Unreliable)
	"1969"	"1969"	"Late effect of injury due to war operations"	"E999"	28	201568206	0.0
	"1970"	"1970"	"Typhoid fever"	"001"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Paratyphoid fever unspecified"	"002.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Without mention of food as vehicle of infection"	"003.9"	80	203458035	0.0
	"1970"	"1970"	"Flexner"	"004.1"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Soone"	"004.3"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified"	"004.9"	27	203458035	0.0
	"1970"	"1970"	"Botulism"	"005.1"	7	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Due to other clostridia"	"005.2"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Food poisoning, unspecified"	"005.9"	10	203458035	0.0 (Unreliable)
	"1970"	"1970"	"With liver abscess"	"006.0"	22	203458035	0.0
	"1970"	"1970"	"Without mention of liver abscess"	"006.9"	37	203458035	0.0
	"1970"	"1970"	"Escherichia coli"	"008.0"	16	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other specified bacteria"	"008.2"	31	203458035	0.0
	"1970"	"1970"	"Bacterial enteritis, unspecified"	"008.3"	22	203458035	0.0
	"1970"	"1970"	"Other organism, not elsewhere classified"	"008.9"	253	203458035	0.1
	"1970"	"1970"	"Dysentery, unspecified"	"009.0"	20	203458035	0.0
	"1970"	"1970"	"Diarrhea"	"009.1"	326	203458035	0.2
	"1970"	"1970"	"Gastroenteritis and colitis"	"009.2"	1899	203458035	0.9
	"1970"	"1970"	"Silicotuberculosis"	"010"	164	203458035	0.1
	"1970"	"1970"	"Active, minimal"	"011.0"	8	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Active, moderately advanced"	"011.1"	71	203458035	0.0
	"1970"	"1970"	"Active, far advanced"	"011.2"	826	203458035	0.4
	"1970"	"1970"	"Active, stage unspecified"	"011.3"	399	203458035	0.2
	"1970"	"1970"	"Miliary, lung NOS"	"011.4"	71	203458035	0.0
	"1970"	"1970"	"Pulmonary tuberculosis NOS"	"011.9"	2255	203458035	1.1
	"1970"	"1970"	"Primary"	"012.0"	9	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Pleurisy specified as tuberculous"	"012.1"	25	203458035	0.0
	"1970"	"1970"	"Pleurisy with effusion without mention of cause"	"012.2"	331	203458035	0.2
	"1970"	"1970"	"Other respiratory tuberculosis"	"012.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Tuberculous meningitis"	"013.0"	83	203458035	0.0
	"1970"	"1970"	"Other central nervous system"	"013.9"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	33	203458035	0.0
	"1970"	"1970"	"Of vertebral column"	"015.0"	36	203458035	0.0
	"1970"	"1970"	"Of knee"	"015.2"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other specified bones and joints"	"015.8"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of unspecified bones and joints"	"015.9"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Kidney"	"016.0"	35	203458035	0.0
	"1970"	"1970"	"Other urinary organs"	"016.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Genital organs (male and female)"	"016.2"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Genitourinary system, site unspecified"	"016.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of skin and subcutaneous cellular tissue"	"017.0"	8	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of peripheral lymphatic glands"	"017.1"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other organs"	"017.9"	30	203458035	0.0
	"1970"	"1970"	"Acute miliary tuberculosis unspecified"	"018.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other forms of disseminated tuberculosis"	"018.9"	216	203458035	0.1
	"1970"	"1970"	"Respiratory tuberculosis"	"019.0"	583	203458035	0.3
	"1970"	"1970"	"Of central nervous system"	"019.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of genitourinary system"	"019.2"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of vertabral column"	"019.3"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other specified organs"	"019.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Bubonic"	"020.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Tularemia"	"021"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Brucella suis"	"023.2"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified"	"023.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Listeriosis"	"027.0"	26	203458035	0.0
	"1970"	"1970"	"Other"	"027.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lepromatous"	"030.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other and unspecified"	"030.9"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Pulmonary"	"031.0"	50	203458035	0.0
	"1970"	"1970"	"Other and unspecified"	"031.9"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Diphtheria"	"032"	30	203458035	0.0
	"1970"	"1970"	"Other and unspecified"	"033.9"	12	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Streptococcal sore throat"	"034.0"	24	203458035	0.0
	"1970"	"1970"	"Scarlet fever"	"034.1"	5	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Erysipelas"	"035"	12	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Meningococcal meningitis"	"036.0"	271	203458035	0.1
	"1970"	"1970"	"Meningococcemia without mention of meningitis"	"036.1"	275	203458035	0.1
	"1970"	"1970"	"Other forms of meningococcal infection"	"036.8"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified"	"036.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Tetanus"	"037"	79	203458035	0.0
	"1970"	"1970"	"Streptococcal"	"038.0"	47	203458035	0.0
	"1970"	"1970"	"Staphylococcal"	"038.1"	171	203458035	0.1
	"1970"	"1970"	"Pneumococcal"	"038.2"	35	203458035	0.0
	"1970"	"1970"	"Other bacterial septicemia"	"038.8"	250	203458035	0.1
	"1970"	"1970"	"Unspecified"	"038.9"	3032	203458035	1.5
	"1970"	"1970"	"Gas gangrene"	"039.0"	52	203458035	0.0
	"1970"	"1970"	"Other"	"039.9"	340	203458035	0.2
	"1970"	"1970"	"Acute paralytic poliomyelitis specified as bulbar"	"040"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Acute poliomyelitis with other paralysis"	"041"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Acute poliomyelitis, unspecified"	"043"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Late effects of acute poliomyelitis"	"044"	121	203458035	0.1
	"1970"	"1970"	"Coxsackie virus"	"045.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Aseptic meningitis, unspecified"	"045.9"	39	203458035	0.0
	"1970"	"1970"	"Other enterovirus diseases of central nervous system"	"046"	34	203458035	0.0
	"1970"	"1970"	"Chickenpox"	"052"	93	203458035	0.0
	"1970"	"1970"	"Of eye"	"053.0"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other parts of face"	"053.1"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other and unspecified sites"	"053.9"	74	203458035	0.0
	"1970"	"1970"	"Herpes simplex"	"054"	72	203458035	0.0
	"1970"	"1970"	"Measles"	"055"	89	203458035	0.0
	"1970"	"1970"	"Rubella"	"056"	31	203458035	0.0
	"1970"	"1970"	"Japanese encephalitis"	"062.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"St. Louis encephalitis"	"062.3"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other and unspecified"	"062.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Viral encephalitis, unspecified"	"065"	319	203458035	0.2
	"1970"	"1970"	"Late effects of viral encephalitis"	"066"	27	203458035	0.0
	"1970"	"1970"	"Other arthropod-borne viral diseases"	"068.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Infectious hepatitis"	"070"	1014	203458035	0.5
	"1970"	"1970"	"Rabies"	"071"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Mumps"	"072"	16	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Psittacosis"	"073"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Herpangina"	"074.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Coxsackie myocarditis"	"074.2"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Infectious mononucleosis"	"075"	19	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lymphocytic choriomeningitis"	"079.2"	5	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Cytomegalic inclusion disease"	"079.5"	17	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other"	"079.8"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Viral infection, unspecified"	"079.9"	459	203458035	0.2
	"1970"	"1970"	"Unspecified"	"081.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Spotted fevers"	"082.0"	29	203458035	0.0
	"1970"	"1970"	"Unspecified"	"083.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Falicparum malaria (malignant tertian)"	"084.0"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified forms"	"084.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Louse-borne"	"088.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Early congenital syphilis, symptomatic"	"090.0"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Early congenital syphilis, unspecified"	"090.2"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Juvenile neurosyphilis"	"090.4"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other late congenital syphilis, symptomatic"	"090.5"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Late congenital syphilis, unspecified"	"090.7"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Congenital syphilis, unspecified"	"090.9"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Aneurysm of aorta, specified as syphilitic"	"093.0"	34	203458035	0.0
	"1970"	"1970"	"Other cardiovascular syphilis"	"093.9"	223	203458035	0.1
	"1970"	"1970"	"Tabes dorsalis"	"094.0"	27	203458035	0.0
	"1970"	"1970"	"General paresis"	"094.1"	45	203458035	0.0
	"1970"	"1970"	"Other syphilis of central nervous system"	"094.9"	97	203458035	0.0
	"1970"	"1970"	"Other forms of late syphilis, with symptoms"	"095"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Late syphilis, unspecified"	"097.0"	7	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Syphilis, unspecified"	"097.9"	7	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Acute of genitourinary tract"	"098.0"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Chronic of genitourinary system"	"098.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of other sites"	"098.8"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Site unspecified"	"098.9"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lymphogranuloma verereum"	"099.1"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Granuloma inguinale"	"099.2"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other and unspecified"	"099.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Leptospurosis icterohemorrhagica"	"100.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified"	"100.9"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Vincent's angina"	"101"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Moniliasis"	"112"	153	203458035	0.1
	"1970"	"1970"	"Actinomycosis"	"113"	18	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Coccidioidomycosis"	"114"	42	203458035	0.0
	"1970"	"1970"	"Histoplasmosis"	"115"	56	203458035	0.0
	"1970"	"1970"	"European"	"116.0"	112	203458035	0.1
	"1970"	"1970"	"North American"	"116.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other and unspecified"	"116.9"	15	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Sporotrichosis"	"117.1"	4	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Aspergillosis"	"117.3"	38	203458035	0.0
	"1970"	"1970"	"Maduromycosis"	"117.4"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Other"	"117.8"	27	203458035	0.0
	"1970"	"1970"	"Unspecified"	"117.9"	35	203458035	0.0
	"1970"	"1970"	"Unspecified"	"120.9"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of liver"	"122.0"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Of unspecified site"	"122.9"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Cysticercosis"	"123.1"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Trichiniasis"	"124"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Ascariasis"	"127.0"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Trichuriasis"	"127.2"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Congenital active"	"130.1"	14	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Late effects of intrauterine infection"	"130.2"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Unspecified"	"130.9"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Sarcoidosis"	"135"	232	203458035	0.1
	"1970"	"1970"	"Other and unspecified infective and parasitic diseases"	"136"	194	203458035	0.1
	"1970"	"1970"	"Upper lip"	"140.0"	6	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lower lip"	"140.1"	59	203458035	0.0
	"1970"	"1970"	"Both lips"	"140.2"	2	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lip unspecified"	"140.9"	129	203458035	0.1
	"1970"	"1970"	"Base of tongue"	"141.0"	182	203458035	0.1
	"1970"	"1970"	"Dorsal surface of tongue"	"141.1"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Borders and tip of tongue"	"141.2"	3	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Part unspecified"	"141.9"	1608	203458035	0.8
	"1970"	"1970"	"Parotid gland"	"142.0"	506	203458035	0.2
	"1970"	"1970"	"Other specified salivary gland"	"142.8"	80	203458035	0.0
	"1970"	"1970"	"Unspecified salivary gland"	"142.9"	59	203458035	0.0
	"1970"	"1970"	"Upper gum"	"143.0"	10	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Lower gum"	"143.1"	19	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Gum unspecified"	"143.9"	113	203458035	0.1
	"1970"	"1970"	"Malignant neoplasm of floor of mouth"	"144"	536	203458035	0.3
	"1970"	"1970"	"Buccal mucosa"	"145.0"	97	203458035	0.0
	"1970"	"1970"	"Palate (hard) (soft)"	"145.1"	277	203458035	0.1
	"1970"	"1970"	"Other specified parts"	"145.8"	9	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Part unspecified"	"145.9"	666	203458035	0.3
	"1970"	"1970"	"Tonsils"	"146.0"	677	203458035	0.3
	"1970"	"1970"	"Other specified parts"	"146.8"	41	203458035	0.0
	"1970"	"1970"	"Part unspecified"	"146.9"	186	203458035	0.1
	"1970"	"1970"	"Malignant neoplasm of nasopharynx"	"147"	559	203458035	0.3
	"1970"	"1970"	"Pyriform fossa"	"148.1"	186	203458035	0.1
	"1970"	"1970"	"Other specified parts"	"148.8"	1	203458035	0.0 (Unreliable)
	"1970"	"1970"	"Part unspecified"	"148.9"	332	203458035	0.2
	"1970"	"1970"	"Malignant neoplasm of pharynx, unspecified"	"149"	1266	203458035	0.6
	"1970"	"1970"	"Malignant neoplasm of esophagus"	"150"	5970	203458035	2.9
	"1970"	"1970"	"Cardia"	"151.0"	185	203458035	0.1
	"1970"	"1970"	"Pylorus"	"151.1"	34	203458035	0.0
	"1970"	"1970"	"Other specified parts"	"151.8"	90	203458035	0.0
	"1970"	"1970"	"Part unspecified"	"151.9"	15714	203458035	7.7
	"1970"	"1970"	"Duodenum"	"152.0"	218	203458035	0.1
	"1970"	"1970"	"Jejunum"	"152.1"	125	203458035	0.1
	"1970"	"1970"	"Ileum"	"152.2"	101	203458035	0.0
	"1970"	"1970"	"Part unspecified"	"152.9"	241	203458035	0.1
	"1970"	"1970"	"Cecum, appendix and ascending colon"	"153.0"	4511	203458035	2.2
	"1970"	"1970"	"Transverse colon, including hepatic and splenic flexures"	"153.1"	1338	203458035	0.7
	"1970"	"1970"	"Descending colon"	"153.2"	1086	203458035	0.5
	"1970"	"1970"	"Sigmoid colon"	"153.3"	5164	203458035	2.5
	"1970"	"1970"	"Large intestine (including colon), part unspecified"	"153.8"	21795	203458035	10.7
	"1970"	"1970"	"Intestinal tract, part unspecified"	"153.9"	1822	203458035	0.9
	"1970"	"1970"	"Rectosigmoid junction"	"154.0"	1564	203458035	0.8
	"1970"	"1970"	"Rectum"	"154.1"	8651	203458035	4.3
	"1970"	"1970"	"Anal canal"	"154.2"	49	203458035	0.0
	"1970"	"1970"	"Liver"	"155.0"	2188	203458035	1.1
	"1970"	"1970"	"Intrahepatic bile ducts"	"155.1"	131	203458035	0.1
	"1970"	"1970"	"Gallbladder"	"156.0"	2555	203458035	1.3
	"1970"	"1970"	"Extraheptic bile ducts"	"156.1"	1130	203458035	0.6
	"1970"	"1970"	"Ampulla of Vater"	"156.2"	348	203458035	0.2
	"1970"	"1970"	"Biliary tract, unspecified"	"156.9"	274	203458035	0.1
	"1970"	"1970"	"Head"	"157.0"	2432	203458035	1.2
	"1970"	"1970"	"Other specified parts"	"157.8"	438	203458035	0.2
	"1970"	"1970"	"Unspecified"	"157.9"	15018	203458035	7.4
	"1970"	"1970"	"Retroperitoneal tissue"	"158.0"	558	203458035	0.3
	"1970"	"1970"	"Other parts"	"158.9"	300	203458035	0.1
	"1970"	"1970"	"Malignant neoplasm of unspecified digestive organs"	"159"	673	203458035	0.3
	"1970"	"1970"	"Nose (internal) and nasal cavities"	"160.0"	131	203458035	0.1
	"1970"	"1970"	"Eustachian tube and middle ear"	"160.1"	33	203458035	0.0
